# Метеостанция Москва (центр, Балчуг), Россия, WMO_ID=27605, выборка с 16.11.2019 по 19.03.2020, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27605&lang=ru
#
"Местное время в Москве (центр, Балчуг)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.12.2019 21:00";"0.4";"747.5";"759.2";"";"91";"Ветер, дующий с востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"1.1";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"-0.9";"Осадков нет";"12";"";"";"";"";
"25.12.2019 18:00";"0.5";"747.6";"759.3";"";"90";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"-0.9";"Осадков нет";"12";"";"";"";"";
"25.12.2019 15:00";"0.9";"747.2";"758.8";"";"90";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"-0.6";"";"";"";"";"";"";
"25.12.2019 12:00";"1.0";"747.3";"759.0";"";"90";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"2.0";"-0.5";"";"";"";"";"";"";
"25.12.2019 09:00";"1.0";"747.2";"758.9";"";"92";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"0.6";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"2.0";"-0.1";"Осадков нет";"12";"";"";"";"";
"25.12.2019 06:00";"0.9";"746.9";"758.5";"";"94";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"0.6";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"2.0";"0.0";"Осадков нет";"12";"";"";"";"";
"25.12.2019 03:00";"0.6";"747.1";"758.8";"";"94";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"2.0";"-0.2";"";"";"";"";"";"";
"25.12.2019 00:00";"0.7";"747.3";"758.9";"";"93";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"2.0";"-0.3";"";"";"";"";"";"";
"24.12.2019 21:00";"1.2";"747.4";"759.0";"";"92";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"7.1";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"2.0";"0.1";"Осадков нет";"12";"";"";"";"";
"24.12.2019 18:00";"2.7";"747.3";"758.8";"";"91";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"2.0";"1.4";"Осадков нет";"12";"";"";"";"";
"24.12.2019 15:00";"4.1";"746.8";"758.4";"";"89";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"2.5";"";"";"";"";"";"";
"24.12.2019 12:00";"5.4";"746.7";"758.2";"";"90";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"3.8";"";"";"";"";"";"";
"24.12.2019 09:00";"7.1";"746.1";"757.4";"";"90";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"6.2";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"2.0";"5.6";"Осадков нет";"12";"";"";"";"";
"24.12.2019 06:00";"7.5";"745.3";"756.6";"";"94";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"6.0";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"2.0";"6.6";"Осадков нет";"12";"";"";"";"";
"24.12.2019 03:00";"6.3";"744.9";"756.2";"";"93";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"2.0";"5.2";"";"";"";"";"";"";
"24.12.2019 00:00";"6.3";"744.5";"755.8";"";"92";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"2.0";"5.1";"";"";"";"";"";"";
"23.12.2019 21:00";"6.2";"743.8";"755.1";"";"91";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"6.4";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"2.0";"4.9";"2.0";"12";"";"";"";"";
"23.12.2019 18:00";"6.0";"743.2";"754.6";"";"92";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"2.0";"4.8";"3.0";"12";"";"";"";"";
"23.12.2019 15:00";"5.9";"742.4";"753.7";"";"91";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"2.0";"4.5";"";"";"";"";"";"";
"23.12.2019 12:00";"4.9";"742.0";"753.4";"";"93";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"3.9";"";"";"";"";"";"";
"23.12.2019 09:00";"4.7";"741.7";"753.1";"";"92";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"2.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"2.0";"3.5";"2.0";"12";"";"";"";"";
"23.12.2019 06:00";"4.3";"741.4";"752.8";"";"93";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"2.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"3.2";"1.0";"12";"";"";"";"";
"23.12.2019 03:00";"3.9";"742.0";"753.4";"";"93";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Дымка. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"2.0";"2.9";"";"";"";"";"";"";
"23.12.2019 00:00";"3.1";"742.5";"754.0";"";"93";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Дымка. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"2.0";"2.1";"";"";"";"";"";"";
"22.12.2019 21:00";"2.8";"743.0";"754.5";"";"92";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"3.5";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"1.6";"0.1";"12";"";"";"";"";
"22.12.2019 18:00";"2.9";"743.1";"754.6";"";"92";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Дымка. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"1.7";"Следы осадков";"12";"";"";"";"";
"22.12.2019 15:00";"3.3";"743.4";"754.9";"";"89";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"1.7";"";"";"";"";"";"";
"22.12.2019 12:00";"3.0";"743.5";"754.9";"";"87";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"1.1";"";"";"";"";"";"";
"22.12.2019 09:00";"2.5";"743.7";"755.2";"";"87";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"2.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"0.6";"Осадков нет";"12";"";"";"";"";
"22.12.2019 06:00";"2.2";"743.9";"755.5";"";"85";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"2.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-0.1";"Осадков нет";"12";"";"";"";"";
"22.12.2019 03:00";"2.1";"744.3";"755.8";"";"83";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-0.6";"";"";"";"";"";"";
"22.12.2019 00:00";"2.3";"744.9";"756.4";"";"79";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-1.0";"";"";"";"";"";"";
"21.12.2019 21:00";"2.6";"745.0";"756.5";"";"71";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"3.1";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-2.1";"Осадков нет";"12";"";"";"";"";
"21.12.2019 18:00";"3.0";"745.4";"757.0";"";"51";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-6.2";"Осадков нет";"12";"";"";"";"";
"21.12.2019 15:00";"3.0";"746.5";"758.1";"";"55";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-5.3";"";"";"";"";"";"";
"21.12.2019 12:00";"2.5";"748.0";"759.7";"";"59";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-4.9";"";"";"";"";"";"";
"21.12.2019 09:00";"1.4";"748.9";"760.6";"";"70";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"0.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-3.6";"Осадков нет";"12";"";"";"";"";
"21.12.2019 06:00";"0.7";"750.1";"761.8";"";"74";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"0.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-3.4";"Осадков нет";"12";"";"";"";"";
"21.12.2019 03:00";"0.1";"751.1";"762.9";"";"75";"Ветер, дующий с юго-востока";"1";"";"";"50%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-3.8";"";"";"";"";"";"";
"21.12.2019 00:00";"1.1";"752.2";"763.9";"";"70";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-3.9";"";"";"";"";"";"";
"20.12.2019 21:00";"1.5";"752.7";"764.4";"";"69";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"2.2";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-3.6";"Осадков нет";"12";"";"";"";"";
"20.12.2019 18:00";"1.9";"753.2";"764.9";"";"69";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-3.3";"Осадков нет";"12";"";"";"";"";
"20.12.2019 15:00";"2.2";"753.5";"765.2";"";"67";"Ветер, дующий с запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-3.4";"";"";"";"";"";"";
"20.12.2019 12:00";"0.7";"753.9";"765.7";"";"76";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-3.1";"";"";"";"";"";"";
"20.12.2019 09:00";"0.4";"753.4";"765.1";"";"75";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";" ";"";"";"0.4";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-3.6";"Осадков нет";"12";"";"";"";"";
"20.12.2019 06:00";"1.1";"752.8";"764.5";"";"73";"Ветер, дующий с западо-северо-запада";"3";"";"12";"Облаков нет.";" ";"";"";"1.0";"";"";"";"";"";"";"10.0";"-3.3";"Осадков нет";"12";"";"";"";"";
"20.12.2019 03:00";"1.9";"752.4";"764.0";"";"67";"Ветер, дующий с северо-запада";"3";"12";"12";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-3.6";"";"";"";"";"";"";
"20.12.2019 00:00";"2.7";"751.0";"762.7";"";"64";"Ветер, дующий с северо-запада";"4";"";"11";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-3.6";"";"";"";"";"";"";
"19.12.2019 21:00";"3.2";"749.0";"760.6";"";"60";"Ветер, дующий с западо-северо-запада";"3";"";"11";"70 – 80%.";" ";"";"";"";"5.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-3.9";"Осадков нет";"12";"";"";"";"";
"19.12.2019 18:00";"3.9";"747.1";"758.6";"";"57";"Ветер, дующий с западо-северо-запада";"3";"";"13";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-4.0";"Осадков нет";"12";"";"";"";"";
"19.12.2019 15:00";"4.7";"744.9";"756.3";"";"57";"Ветер, дующий с западо-северо-запада";"4";"11";"13";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-3.1";"";"";"";"";"";"";
"19.12.2019 12:00";"4.9";"742.5";"753.9";"";"62";"Ветер, дующий с запада";"3";"12";"14";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-1.8";"";"";"";"";"";"";
"19.12.2019 09:00";"5.1";"741.2";"752.5";"";"56";"Ветер, дующий с запада";"3";"10";"10";"100%.";" ";"";"";"5.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-3.1";"Осадков нет";"12";"";"";"";"";
"19.12.2019 06:00";"5.7";"741.2";"752.6";"";"57";"Ветер, дующий с запада";"2";"";"14";"100%.";" ";"";"";"5.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-2.2";"0.3";"12";"";"";"";"";
"19.12.2019 03:00";"6.9";"740.5";"751.8";"";"74";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"2.5";"";"";"";"";"";"";
"19.12.2019 00:00";"6.4";"740.9";"752.2";"";"85";"Ветер, дующий с запада";"2";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"4.1";"";"";"";"";"";"";
"18.12.2019 21:00";"6.1";"742.2";"753.5";"";"88";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Дымка. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"6.1";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"4.2";"1.0";"12";"";"";"";"";
"18.12.2019 18:00";"5.5";"744.2";"755.6";"";"90";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"3.9";"1.0";"12";"";"";"";"";
"18.12.2019 15:00";"3.8";"746.4";"757.9";"";"91";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"600-1000";"";"";"4.0";"2.4";"";"";"";"";"";"";
"18.12.2019 12:00";"3.3";"748.5";"760.0";"";"87";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"1.3";"";"";"";"";"";"";
"18.12.2019 09:00";"2.5";"749.2";"760.9";"";"87";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"1.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"0.5";"Осадков нет";"12";"";"";"";"";
"18.12.2019 06:00";"2.0";"749.5";"761.1";"";"88";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"2.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"0.2";"Осадков нет";"12";"";"";"";"";
"18.12.2019 03:00";"3.2";"749.2";"760.8";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"0.9";"";"";"";"";"";"";
"18.12.2019 00:00";"3.0";"748.8";"760.3";"";"87";"Ветер, дующий с запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"1.1";"";"";"";"";"";"";
"17.12.2019 21:00";"3.1";"747.8";"759.4";"";"89";"Ветер, дующий с запада";"1";"";"";"100%.";"Дымка. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"3.5";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"1.4";"2.0";"12";"";"";"";"";
"17.12.2019 18:00";"2.7";"747.7";"759.2";"";"89";"Штиль, безветрие";"0";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"4.0";"1.0";"2.0";"12";"";"";"";"";
"17.12.2019 15:00";"2.4";"748.3";"760.0";"";"86";"Ветер, дующий с запада";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"0.3";"";"";"";"";"";"";
"17.12.2019 12:00";"3.3";"749.4";"760.9";"";"78";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-0.2";"";"";"";"";"";"";
"17.12.2019 09:00";"2.7";"749.6";"761.2";"";"84";"Ветер, дующий с запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"2.5";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"600-1000";"";"";"10.0";"0.2";"0.9";"12";"";"";"";"";
"17.12.2019 06:00";"2.8";"748.7";"760.3";"";"85";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"2.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"0.5";"0.5";"12";"";"";"";"";
"17.12.2019 03:00";"3.9";"747.1";"758.5";"";"79";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"0.5";"";"";"";"";"";"";
